Company_name;Link 1;Link 2;Link 3;Link 4;Link 5
PROJECT AUTOMATION S.P.A.;https://www.p-a.it/it/;https://www.p-a.it/en/;https://it.linkedin.com/company/project-automation-spa;https://www.paprojectautomation.it;https://it.linkedin.com/company/project-automation-s.p.a.
BIFIRE S.P.A.;https://www.bifire.it;https://www.borsaitaliana.it/borsa/azioni/scheda/IT0005495335.html;https://it.linkedin.com/company/bifire;https://mercati.ilsole24ore.com/azioni/borsa-italiana/dettaglio-completo/FIRE.MI;https://www.borsaitaliana.it/borsa/azioni/profilo-societa-dettaglio.html?isin=IT0005495335
AUTOLOCATELLI S.R.L.;https://www.locatelligroup.eu;https://www.locatelligroup.eu/autolocatelli/;https://www.autoscout24.it/concessionari/autolocatelli-srl-vedano-al-lambro-monza-brianza-mb;https://www.locatelligroup.eu/sedi/autolocatelli-jeep-vedano/;https://www.automobile.it/concessionari/autolocatelli-srl/1310
RETIPIU' SRL;https://www.retipiu.it/site/content/it/home;https://bolletta-energia.it/utenze/guida/distributore/retipiu;https://areaclienti.retipiu.it/ClientiRPiuWeb/nuovoEle.action;https://it.linkedin.com/company/retipiu;https://areaclienti.retipiu.it/ClientiRPiuWeb/nuovoGas.action
OR.S.A. SOCIETA' COOPERATIVA SOCIALE;https://www.consorziokcs.it/le-aziende-del-consorzio/orsa/chi-e-orsa/;https://www.consorziokcs.it/le-aziende-del-consorzio/orsa/company-structure/;https://www.associazioni.bergamo.it/or-s-a-societa-cooperativa-sociale-bergamo/;https://it.indeed.com/cmp/Or.s.a.-Società-Cooperativa-Sociale/jobs;https://www.consorziokcs.it
MAGIC M.P. - S.P.A.;https://www.magicmp.it;https://www.magicmp.it/en/;https://www.magicmp.it/azienda/;https://www.magicmp.it/en/company/about-us/;https://www.magicmp.it/en/products-solutions/model-me/
CAREMOLI S.P.A.;https://www.caremoligroup.it;https://www.caremoligroup.com;https://www.caremoligroup.com/about-us;https://www.caremoligroup.it/prodotti/caremix;https://www.caremoligroup.com/sedi/italia1
GRUPPO COLZANI S.R.L.;https://gruppocolzani.it;https://www.linkedin.com/company/gruppo-colzani;https://gruppocolzani.it/en/about/;https://gruppocolzani.it/en/aziende/colzani/;https://www.colzanispa.it
SANYANG ITALIA S.R.L.;https://sym-italia.it;https://sym-italia.it/lazienda/;https://sym-italia.it/scooter/;https://sym-italia.it/concessionari/;https://www.sanyang.com.tw/en/italy
SACS TECNORIB S.P.A.;https://sacsmarine.it/nasce-sacs-tecnorib/?lang=it;https://sacsmarine.it;https://sacsmarine.it/nasce-sacs-tecnorib/;https://www.tecnorib.it;https://www.tecnorib.it/portfolio/sacs-tecnorib-is-born/
PERI S.R.L.;https://www.peri.it;https://www.peri.it/sedi-italia.html;https://www.peri.it/azienda.html;https://www.peri.it/prodotti.html;https://www.peri.it/azienda/peri-italia.html
VERZOLLA S.R.L.;https://www.verzolla.com;https://www.verzolla.com/il-gruppo;https://www.verzolla.com/utensileria;https://it.linkedin.com/company/verzolla;https://www.verzolla.com/pneumatica
CISCO PHOTONICS ITALY S.R.L;https://www.cisco.com/c/it_it/index.html;https://www.dnb.com/business-directory/company-profiles.cisco_photonics_italy_srl.d72be727a6198028c60c702089457191.html;https://www.industriaitaliana.it/piu-veloce-della-luce-tutti-i-segreti-di-cisco-photonics/;https://www.corrierecomunicazioni.it/digital-economy/cisco-photonics-trasloca-a-vimercate-e-diventa-campus-d-eccellenza/;https://tg24.sky.it/tecnologia/now/2023/04/06/cisco-lazienda-in-cui-si-sviluppa-la-fibra-e-linternet-del-futuro
G. CARRAI & C. S.R.L.;https://it.linkedin.com/company/g.-carrai-&-c.-s.r.l.;https://www.ufficiocamerale.it/7966/g-carrai-c-srl;https://it.kompass.com/c/g-carrai-c-s-r-l/it0365719/;https://www.aziende.it/g-carrai-c-s-r-l;https://www.informazione-aziende.it/Azienda_G-CARRAI-C-SRL
COSMO HOTEL S.P.A.;https://tripadvisor.it;https://booking.com;https://www.cosmohotelpalace.it;https://www.cosmohoteltorri.it;https://www.cosmohotelpalace.it/en/
AROMATAGROUP S.R.L.;https://www.aromatagroup.net;https://www.aromatagroup.net/en/;https://aromatagroup.org;https://www.aromatagroup.net/en/corporate/;https://it.linkedin.com/company/aromatagroup
FURIA CUSCINI S.P.A.;https://furiacuscini.com;https://furiacuscini.com/e-index.html;https://it.linkedin.com/company/furiacuscini;https://it.linkedin.com/company/furia-cuscini-s.p.a.;https://www.furiacuscini.com/servizi-5.html
TATUUS RACING S.P.A.;https://tatuus.it;https://it.linkedin.com/company/tatuus-racing-s-p-a-;https://it.wikipedia.org/wiki/Tatuus;https://en.wikipedia.org/wiki/Tatuus;https://www.facebook.com/tatuus/
FOODEX S.R.L.;https://foodex.it/index.php?lang=it;https://foodex-group.eu/en/our-network/italy/;https://foodex.it/index.php?option=com_content&view=article&id=1:metiers&catid=18&lang=it;https://foodex.it/index.php?option=com_content&view=article&id=7&Itemid=115&lang=it;https://foodex-group.eu/notre-reseau/italie/
SACCARTA SPA;https://www.saccarta.it;https://www.saccarta.it/it/;https://www.saccarta.it/it/prodotti/;https://www.saccarta.it/it/il-nuovo-sito-web-saccarta-e-live/;https://www.saccarta.it/it/contatti/
PAOLA LENTI S.R.L.;https://www.paolalenti.it;https://www.paolalenti.it/it/contatti/;https://www.paolalenti.it/en/chi-siamo/;https://it.linkedin.com/company/paola-lenti-srl;https://www.paolalenti.it/en/homepage/novita-1/
ARTHEA GROUP S.R.L.;https://www.artheagroup.it;https://it.linkedin.com/company/arthea-group;https://www.ufficiocamerale.it/2855/arthea-group-srl;https://www.linkedin.com/company/arthea-group;https://www.facebook.com/Artheagroup/
EAGLEBURGMANN ITALIA S.R.L.;https://www.eagleburgmann.it;https://www.eagleburgmann.com/international/eagleburgmann-italia-s-r-i;https://www.eagleburgmann.it/tenute-meccaniche;https://www.eagleburgmann.it/login/;https://www.eagleburgmann.it/en
TOSHIBA GLOBAL COMMERCE SOLUTIONS (ITALY) S.R.L.;https://commerce.toshiba.com/wps/portal/marketing/?urile=wcm:path:/en-us/home/global-directory/italy;https://www.toshiba.it/pages/it/contact/;https://www.visualstore.it/chi-siamo/;https://www.ufficiocamerale.it/1149/toshiba-global-commerce-solutions-italy-srl;https://www.visualstore.it/en/chi-siamo/
RAIL CARGO CARRIER - ITALY S.R.L.;https://www.railcargo.com/it/;https://www.railcargo.com/it/carriera/le-nostre-posizioni;https://www.railcargo.com/it/azienda/internazionale/italia/partecipazioni;https://it.wikipedia.org/wiki/Rail_Cargo_Carrier_Italia;https://www.railcargo.com/en/company/international/italy
PILOT ITALIA S.P.A.;https://www.pilotitalia.com;https://www.industrychemistry.com/aziende/pilot-italia-spa/;https://www.tecnalimentaria.it/pilot-italia-questione-di-etica-non-solo-di-etichetta/;https://www.linkedin.com/company/pilot-italia;https://it-it.facebook.com/Pilotlabels/
CPM SPA;https://www.cpmspa.it/it/;https://www.cpmspa.it/en/;https://www.durr.com/it/azienda/sedi/duerr-italia/cpm-spa;https://www.cpm-int.com/it/;https://www.cpmspa.it/it/centro-poligrafico-milano
WUERTH ELEKTRONIK ITALIA S.R.L.;https://www.we-online.com/en/special/country/italy;https://www.wuerth.com/wuerth-group/Company/Würth-worldwide/Company-directory/Wuerth-Elektronik-Italia-s.r.l.php;https://www.wuerth.it/wuerth/main.php?page_name=wos/home_wos/home_wos;https://it.linkedin.com/company/wuerth-elektronik-italy;https://www.wuerth.it/azienda/wurth-italia/
I.M.P. S.P.A.;https://www.imp-spa.com;https://ima.it/it/il-gruppo-ima/;https://www.imp-spa.com/en/home/;https://www.impaspa.com;https://www.interpumpfluidsolutions.com/it/about/dove-siamo/
GUILLIN ITALIA S.P.A.;https://www.groupeguillin.fr/it/guillin-italia/;https://www.groupeguillin.fr/en/guillin-italia/;https://it.linkedin.com/company/guillin-italia-s.p.a.;https://www.ufficiocamerale.it/5064/guillin-italia-spa;https://it.kompass.com/c/guillin-italia-s-p-a/it0312359/
PHARDIS S.R.L.;https://www.phardis.it;https://www.phardis.com;https://it.linkedin.com/company/phardis-s-r-l-;https://www.phardis.com/news;https://www.phardis.it/servizio/outsourcing-7
DICOMI S.R.L.;https://www.europages.it/DICOMI-SRL/SEAC001545398-001.html;https://www.ufficiocamerale.it/2130/dicomi-srl;https://registroaziende.it/azienda/dicomi-srl-desio;https://www.impresaitalia.info/ik01097389/dicomi-srl/desio.aspx;https://it.kompass.com/c/dicomi-s-r-l/it0329283/
SYSTEM ENGINEERING SOLUTIONS S.R.L.;https://www.senssrl.it;https://it.linkedin.com/company/syestransmitters;https://www.ufficiocamerale.it/4150/system-engineering-solutions-srl;https://www.syes.eu/wp-content/uploads/company/SYES_company_profile_2021.pdf;https://www.informazione-aziende.it/Azienda_SYSTEM-ENGINEERING-SOLUTIONS-SRL
S.I.P. SOCIETA' ITALIANA PROTOTIPI S.R.L.;https://sip-societa-italiana-prototipi-srl.business.site;https://www.sitalp.it/contatti;https://www.ufficiocamerale.it/4559/sip-societa-italiana-prototipi-srl;https://it.linkedin.com/company/s.i.p.-societa-italiana-prototipi-s.r.l.;https://en.sitalp.it/societa-italiana-prototipi
VIVISOL NAPOLI S.R.L.;https://www.vivisol.it;https://www.solgroup.com/it/presenza-globale/vivisol-napoli-srl;https://www.vivisol.it/chi-siamo;https://www.ufficiocamerale.it/1518/vivisol-napoli-srl;https://www.aziende.it/vivisol-napoli-s-r-l
RAUCH ITALIA SRL;https://www.rauch.cc/it/;https://www.rauch.cc/it/societa/contatti/;https://catalogo-rauch-italia.it;https://allfoodonline.com/azienda2/rauch-italia-srl/;https://it.linkedin.com/company/rauch-italia-srl
INDES IMBALLAGGI SRL;https://www.indesimballaggi.com;https://it.linkedin.com/company/indes-imballaggi-srl;https://www.ufficiocamerale.it/9139/indes-imballaggi-srl;https://www.aziende.it/indes-imballaggi-srl;https://it.kompass.com/c/indes-imballaggi-srl/it0039407/
A.M.INSTRUMENTS SRL;https://www.aminstruments.com;https://global.aminstruments.com;https://www.aminstruments.com/dove-siamo/;https://www.aminstruments.com/la-nostra-storia/;https://global.aminstruments.com/company-profile/
BEA GESTIONI SPA;https://www.beagestioni.it;https://www.beabrianza.it;https://www.mbnews.it/2023/10/bea-sara-societa-in-house-i-vertici-fanno-chiarezza/;https://www.ufficiocamerale.it/5486/bea-gestioni-spa;https://www.beagestioni.it/modulistica/
CFG OVERSEAS SRL;https://www.cfg-overseas.it;https://www.cfg-overseas.it/sailing-schedule/;https://it.linkedin.com/company/cfg-overseas-srl;https://www.ufficiocamerale.it/4919/cfg-overseas-srl;https://it.kompass.com/c/cfg-overseas-srl/it0331292/
REAL FORMAGGI SRL;https://www.realformaggi.it;https://www.realformaggi.it/contatti/;https://www.realformaggi.it/c/formaggi/;https://www.realformaggi.com/about-us/;https://www.realformaggi.it/cp/gastronomia/
MURRELEKTRONIK SRL;https://www.murrelektronik.it/it/;https://www.murrelektronik.it/it/lazienda/murrelektronik/murrelektronik-srl/;https://www.murrelektronik.com;https://www.murrelektronik.it/it/lazienda/murrelektronik/chi-siamo/;https://www.murrelektronik.it/it/contatti/filiali/
GIAMBELLI S.P.A.;https://www.giambelli.it;https://www.giambelli.it/il-gruppo/;https://www.ufficiocamerale.it/6888/giambelli-spa;https://it.linkedin.com/company/giambelli-spa;https://www.immobiliare.it/imprese-edili/81489/giambellispa/
DNP PHOTOMASK EUROPE S.P.A.;https://www.dnp-europe.it;https://www.linkedin.com/company/dnp-photomask-europe-s-p-a/;https://www.ufficiocamerale.it/1977/dnp-photomask-europe-spa;https://www.dnpphoto.eu/en/;https://www.dnpphoto.eu/it/
MATEST S.P.A.;https://www.matest.com/it;https://www.matest.com/en;https://www.matest.com/it/storia/;https://www.matest.com/en/company/;https://www.labworld.it/aziende/matest-spa/
DIFARCO S.R.L.;https://www.difarco.it;https://www.difarco.com;https://difarco.it/supplychain;https://it.linkedin.com/company/difarco-s-r-l;https://difarco.com/supplychain
MODAR S.P.A.;https://modar.it;https://it.linkedin.com/company/modar-s.p.a.;https://it.kompass.com/c/modar-s-p-a/it0031202/;https://www.assolombarda.it/cerca-imprese-prodotti/modar-spa;https://it.linkedin.com/company/modar-spa
ESSERENERGIA SPA;https://esserenergia.it;https://blog.esserenergia.it/esserenergia-diventa-s-p-a/;https://esserenergia.it/fotovoltaico-in-cloud/index.html;https://www.altroconsumo.it/community/energia-rinnovabile/riscaldare-acqua/conversazione/4582/pareri-esserenergia;https://www.energiaitalia.news/news/solare/fotovoltaico-in-cloud-unidea-italiana-per-risparmiare-piu-del-70-sulle-bollette/23477/
HERAEUS S.P.A.;https://www.heraeus.com/it/landingspages/lp_group/italy.html;https://www.heraeus.com/en/landingspages/lp_group/italy.html;https://en.wikipedia.org/wiki/Heraeus;https://www.industrychemistry.com/aziende/heraeus-spa/;https://focusonpcb.it/heraeus-spa/
MAKINO S.R.L.;https://www.makino.eu/it-it;https://www.makino.eu;https://www.axisitalia.com/it/makino;https://it.linkedin.com/company/makino-italia-s.r.l.;https://www.makino.com/en-us/about-us
CBS LAVORO S.P.A.;https://cbslavoro.it;https://it.linkedin.com/company/cbs-lavoro;https://it.indeed.com/cmp/CBS-Lavoro-Spa;https://it.indeed.com/cmp/CBS-Lavoro-S.p.a;https://it-it.facebook.com/CBSLavoro/
ICROM S.R.L.;https://www.icrom.com;https://it.linkedin.com/company/icrom-srl;https://www.industrychemistry.com/aziende/icrom-spa/;https://www.icrom.com/chemistry/;https://www.icrom.com/icrom-one-of-the-top-10-cmo-companies-in-europe-2021/
PILZ ITALIA S.R.L.;https://www.pilz.com/it-IT;https://www.pilz.com/it-IT/company/profile;https://www.pilz.com/it-IT/products/relay-modules/safety-relays-protection-relays;https://it.linkedin.com/company/pilz-italia-srl;https://cataloghi.pilz.it
HALLSTAR ITALIA SRL;https://www.hallstar.com;https://www.ufficiocamerale.it/8784/hallstar-italia-srl;https://it.linkedin.com/company/hallstar-italia-srl;https://www.hallstarbeauty.com/contact-us/locations/;https://www.assolombarda.it/cerca-imprese-prodotti/hallstar-italia-srl
OPTOPRIM S.R.L.;https://www.optoprim.it/chi-siamo/;https://www.optoprim.com;https://www.optoprim.it/fiber-laser/;https://it.linkedin.com/company/optoprim-italia;https://it.linkedin.com/company/optoprim-s-r-l-
TCT MOBILE ITALY S.R.L.;https://www.informazione-aziende.it/Azienda_TCT-MOBILE-ITALY-SRL;https://it.linkedin.com/company/tct-mobile-italy-s.r.l.;https://www.ufficiocamerale.it/4017/tct-mobile-italy-srl;https://www.dnb.com/business-directory/company-profiles.tct_mobile_italy_srl.ed87e55f08852c52c1c7177976f85e07.html;https://www.aziende.it/tct-mobile-italy-s-r-l
RENTAL PLUS SRL;https://www.rentalplus.it;https://www.rentalplus.it/chi-siamo/;https://it.trustpilot.com/review/rentalplus.it;https://www.rentalcars.com/it/country/it/rental-plus-srl/;https://noleggiolungotermine.rentalplus.it/promo-privati/
FINE FOOD GROUP S.P.A.;https://www.finefoodgroup.com;https://www.finefoodgroup.com/en/;https://www.finefoodgroup.com/en/who-we-are/;https://www.finefoodgroup.com/contattaci/;https://www.linkedin.com/company/fine-food-group
"PROGETTO A. SOCIETA' COOPERATIVA SOCIALE VALIDAMENTE SIGLABILE ANCHE
COME PROGETTO A. S.C.S.";https://www.consorziokcs.it/le-aziende-del-consorzio/progetto-a/chi-e-progetto-a/;https://www.ufficiocamerale.it/5701/progetto-a-societa-cooperativa-sociale-validamente-siglabile-anche-come-progetto-a-scs;https://www.consorziokcs.it/le-aziende-del-consorzio/progetto-a/company-structure/;https://www.associazioni.bergamo.it/progetto-a-societa-cooperativa-sociale-validamente-siglabile-anche-come-progetto-a-s-c-s-bergamo/;https://www.consorziokcs.it/wp-content/uploads/2020/07/Bilancio-Sociale-Progetto-A-2019.pdf
CAPSULIT S.P.A.;https://www.capsulit.it;https://it.linkedin.com/company/capsulit-s.p.a.;https://www.aziende.it/capsulit-s-p-a;https://www.industrychemistry.com/aziende/capsulit-spa/;https://www.notiziariochimicofarmaceutico.it/2015/10/12/capsulit/
ELLE EMME LOGISTICA S.P.A.;https://www.loglm.com;https://www.ufficiocamerale.it/1680/elle-emme-logistica-spa;https://www.loglm.com/en/;https://it.linkedin.com/company/elle-emme-logistica;https://www.aziende.it/elle-emme-logistica-s-p-a
KROLL ADVISORY HOLDING S.P.A.;https://www.kroll.com/it-it;https://www.kroll.com/it-it/informazioni-societarie;https://www.kroll.com/it-it/contattaci;https://www.kroll.com/it-it/disclosure;https://www.kroll.com/en
C.M.C. ITALIA S.R.L.;https://cmc-italia.com;https://www.cmcitalia.biz;https://www.lcmitalia.com;https://www.ufficiocamerale.it/3896/cmc-italia-srl;https://www.cmcitalia.biz/azienda/
FORTINET SECURITY ITALY S.R.L.;https://www.fortinet.com/it;https://www.ufficiocamerale.it/2765/fortinet-security-italy-srl;https://www.fortinet.com/it/corporate/about-us/about-us;https://www.aziende.it/fortinet-security-italy-s-r-l;https://anie.it/scheda-azienda/5926/fortinet-security-italy-srl
TURCONI SPA;https://www.turconi.com;https://www.gruppoturconibonucci.com;https://www.aziende.it/turconi-spa;https://it.linkedin.com/company/turconi-spa;https://www.bcc-lavoce.it/article/turconi-distribuzione-e-lambiente-limpegno-e-in-un-sacchetto-di-carta/
ELLEMOTORS S.R.L.;https://www.ellemotors.com;https://www.ellemotors-fcagroup.it/concessionario;https://www.autoscout24.it/concessionari/ellemotors-srl;https://www.ellemotors.eu;https://www.ellemotors.com/it/contatti/
CONSORZIO X-RESPONSE;https://www.quotidianoenergia.it/module/news/page/entry/id/488345;https://www.ufficiocamerale.it/4364/consorzio-x-response;https://epqformula.it/it/flexibility;https://www.confindustriabergamo.it/aree-di-interesse/energia/atti-dei-convegni/11-novembre-2022-energy-release-e-servizi-di-flessibilita-strumenti-per-risparmiare-sui-costi-energetici/file/file2;https://it.kompass.com/c/consorzio-x-response/it5873485/
SPRINT ENERGY SRL;https://sprintenergy.it;https://sprintenergy.it/chi-siamo/;https://it.linkedin.com/company/sprint-energy-s-r-l;https://area-riservata.sprintenergy.it;https://sprintenergy.it/informazioni-utili/
MOTTA S.R.L.;https://www.mottabarlassina.it;https://www.mottamilano.it;https://mottasistemi.it;https://it.wikipedia.org/wiki/Motta_(azienda);https://www.metallurgicamotta.it
ADITINET CONSULTING SPA;https://www.aditinet.it;https://it.linkedin.com/company/aditinet-consulting;https://www.facebook.com/Aditinet/;https://www.linkedin.com/pulse/opportunita-top-dai-clienti-di-pbs-aditinet-spa-assume-primo-bonacina;https://www.cyberdb.co/vendor/aditinetconsultingspa/
A.C. MONZA S.P.A.;https://www.acmonza.com;https://it.wikipedia.org/wiki/Associazione_Calcio_Monza;https://www.facebook.com/ACMonza/;https://en.wikipedia.org/wiki/AC_Monza;https://m.tuttomonza.it
DEMASTEEL S.R.L.;https://www.demasteel.com;https://www.linkedin.com/company/demasteel-srl;https://www.expometals.net/it/hall/semilavorati-metallici/filo-trafilato/stand/demasteel-srl/news/demasteel-si-amplia-con-una-nuova-sede-in-brianza-id29397;https://www.dnb.com/business-directory/company-profiles.demasteel_srl.16732745097222e908514d86080f55c1.html;https://www.expometals.net/it/hall/semilavorati-metallici/filo-trafilato/stand/demasteel-srl/news/demasteel-ancora-piu-efficienza-grazie-al-nuovo-magazzino-compattabile-automatizzato-di-proprieta
ITALIA MARKET S.R.L.;https://www.italia-market.com/it;https://www.informazione-aziende.it/Azienda_ITALIA-MARKET-SRL-0F155;https://www.ufficiocamerale.it/1360/italia-market-srl;https://www.icribis.com/it/scheda-azienda/MB2587918_ITALIA_MARKET_S.R.L.;https://www.visura.pro/imprese/3175027444-italia-market-s-r-l.html
SERVOTECNICA S.P.A.;https://it.servotecnica.com/it/;https://servotecnica.com/en/;https://it.servotecnica.com/it/prodotti/;https://it.servotecnica.com/it/prodotti/micromotori/;https://it.servotecnica.com/it/servizi/
EXHIBO S.P.A.;https://www.exhibo.it;https://www.exhibo.it/chi-siamo/;https://www.exhibo.it/i-nostri-prodotti/;https://www.exhibo.it/about_us/;https://www.exhibo.it/contatti/
SPECIALTRASFO S.P.A.;https://www.specialtrasfo.com;https://specialtrasfo.com/company;https://www.specialtrasfo.com/contact-us;https://www.specialtrasfo.com/images/pdf/specialtrasfo-company-profile-2021.pdf;https://it.linkedin.com/company/specialtrasfo-s-p-a-
DEMAG CRANES & COMPONENTS S.R.L.;https://www.demagcranes.com/it;https://www.demagcranes.com;https://www.demagcranes.com/it/industria;https://www.demagcranes.com/en/company;https://www.demagcranes.com/it/prodotti/apparecchi-di-sollevamento/paranchi-catena
EFFEPI AUTO S.R.L.;https://concessionario.peugeot.it/effepiauto-monza/;https://www.autoscout24.it/concessionari/effepi-auto-srl;https://www.effepiauto.com/chi-siamo/;https://concessionario.citroen.it/effepi-monza/;https://www.autoscout24.it/concessionari/effepi-auto-srl/recensioni
F.I.R.M.A. ITALIA SPA;https://www.firma-fi.it/it-it/;https://firmaitalia.it;https://firmaitalia.it/prodotti/;https://www.ufficiocamerale.it/3674/firma-italia-spa;https://firmaitalia.it/en/
TECNOFIRMA SPA;https://www.tecnofirma.com;https://www.tecnofirma.com/societa/chi-siamo;https://www.tecnofirma.com/en;https://www.tecnofirma.com/societa;https://www.tecnofirma.com/lavaggio
STONEX S.R.L.;https://www.stonex.it;https://www.stonex.it/it/chi_siamo/societa/;https://www.stonex3d.com/about-us.html;https://it.linkedin.com/company/stonex-srl;https://www.facebook.com/StonexPositioning/
SORBARA AUTO S.R.L.;https://www.sorbaraauto.it;https://www.autoscout24.it/concessionari/sorbara;https://www.automobile.it/concessionari/sorbara-auto/5168;https://it-it.facebook.com/sorbaraauto/;https://www.facebook.com/sorbaraauto/
EPIS & C. S.R.L.;https://www.impresaepis.it;https://www.ufficiocamerale.it/4796/epis-c-srl;https://it.linkedin.com/company/epis-&-c.-s.r.l.;https://www.tuttoconcorezzo.it/impresa-epis-c-srl-concorezzo-282;https://www.lavorone.it/aziende/epis-c-srl
SEAWAY S.R.L.;https://seawaysrl.eu;https://seawaysrl.eu/en/contact-us/;https://seawaysrl.eu/en/presentation/;https://www.seawaysrl.com/contatti/;https://www.seawaysrl.com/chisiamo/
NPI ITALIA S.R.L.;https://neoperlitalia.it/it/;https://www.anima.it/aziende/npi-italia-s-r-l-.kl;https://it.linkedin.com/company/neoperl-it;https://www.nellanotizia.net/scheda_it_133236_Neoperl-Italia-S-r-l--si-“consolida”-a-tutto-vantaggio-del-mercato-e-del-cliente_1.html;https://www.watergas.it/it/Aziende/parigi_industry_srl
IMPRECOM S.R.L.;https://imprecomsrl.it;https://imprecomsrl.it/contatti/;https://imprecomsrl.it/construction/;https://www.linkedin.com/company/imprecom;https://imprecomsrl.it/service/
FRASCOLLA S.R.L.;https://www.frascolla.it;https://www.frascolla.edu.it;https://www.frascolla.edu.it/scuola/;https://it.kompass.com/c/frascolla-s-r-l/it0407644/;https://www.dnb.com/business-directory/company-profiles.frascolla_srl.c17c65113fa4647fc14b6719bc454fde.html
FLOU SPA;https://www.flou.it/it;https://www.flou.it;https://www.flou.it/it/company;https://www.flou.com/it/catalogs;https://www.flou.it/letti
POLIFIBRA 2011 S.P.A.;https://www.pf-polifibra.com;https://www.ufficiocamerale.it/2410/polifibra-2011-spa;https://it.linkedin.com/company/polifibra-2011-spa;https://www.dnb.com/business-directory/company-profiles.polifibra_2011_spa.f50b0b7e5f78e57fb968babb6cbdc5fe.html;https://www.industrychemistry.com/aziende/polifibra-2011-spa-gruppo-fedrigoni/
CONNECT CHEMICALS ITALIA SRL O, IN BREVE CCI SRL;https://www.ufficiocamerale.it/9853/connect-chemicals-italia-srl-o-in-breve-cci-srl;https://www.aziende.it/connect-chemicals-italia-srl-o-in-breve-cci;https://connectchemicals.com/en/contact;https://www.companyreports.it/connect_chemicals_italia_srl_o_in_breve_cci_srl-02926320967;https://www.reportaziende.it/connect_chemicals_italia_srl_o_in_breve_cci_srl_mb_02926320967
UNION FOAM S.P.A.;https://www.unionfoam.it;https://it.linkedin.com/company/union-foam-s.p.a.;https://www.federazionegommaplastica.it/aziende-associate/union-foam-spa/;https://www.europages.it/UNION-FOAM-SPA/ITA040432-00101.html;https://www.epditaly.it/2021/03/09/chi-ha-scelto-epditaly-si-racconta-union-foam/
EFFEBIQUATTRO S.P.A.;https://effebiquattro.it;https://www.effebiquattro.it/en/company/;https://www.linkedin.com/company/effebiquattro-s-p-a-;https://www.gruppobea.design/aziende/effebiquattro-116-0/;https://www.archiproducts.com/it/effebiquattro
FPZ S.P.A.;https://www.fpz.com;https://www.fpz.com/?lang=it;https://www.fpz.com/brand/?lang=it;https://www.fpz.com/storia/?lang=it;https://www.fpz.com/identita-aziendale/?lang=it
C.I.M.A. COMPAGNIA ITALIANA MOLLE ACCIAIO S.P.A.;https://it.linkedin.com/company/c-i-m-a-spa-compagnia-italiana-molle-acciaio;https://www.var-one.it/casi-di-successo/cima-spa-crescita-aziendale-nella-produzione-di-molle/;https://www.ufficiocamerale.it/9640/cima-compagnia-italiana-molle-acciaio-spa;https://www.italiameccatronica.it/da-piccola-azienda-di-famiglia-a-multinazionale-leader-nel-suo-settore-scopriamo-la-storia-del-gruppo-c-i-m-a/;https://www.cima.it
FSI S.R.L.;https://www.fervogroup.eu/fsi;https://www.ufficiocamerale.it/7796/fsi-srl;https://www.fsisrl.com/it/news-3/chi-siamo.html;https://www.fsisrl.com;https://www.fondofsi.it
COLUMBUS SRL;https://www.columbuslogistics.it;https://www.columbuslogistics.it/en/company/;https://www.columbuslogistics.it/en/homepage-en/;https://www.euromerci.it/associato/columbus-srl.html;https://it.linkedin.com/company/columbus-logistics
BAVELLONI S.P.A.;https://bavelloni.com/it/;https://bavelloni.com/it/comunicato-stampa-10/;https://www.ilgiornaleditalia.it/news/mondo-imprese/334315/gmm-acquisisce-bavelloni-e-diventa-uno-dei-principali-player-al-mondo-nella-lavorazione-dei-materiali-lapidei-e-del-vetro.html;https://www.linkedin.com/company/bavelloni-s.p.a.;https://bavellonitools.com/en/company/
QUANTUMCORRUGATED S.R.L.;https://www.quantumcorrugated.com/it/;https://www.quantumcorrugated.com/en;https://www.quantumcorrugated.com/it/produzioni/linea-quantum/;https://www.quantumcorrugated.com/it/news/;https://www.quantumcorrugated.com/it/contatti/headquarters/
TOSHIBA TEC ITALIA IMAGING SYSTEMS S.P.A.;https://www.toshibatec.it;https://www.toshibatec.it/about-this-site/;https://www.ufficiocamerale.it/9877/toshiba-tec-italia-imaging-systems-spa;https://www.toshiba.it/pages/it/contact/;https://www.linkedin.com/company/toshiba-tec-italia-imaging-systems
LIVING DIVANI S.R.L.;https://livingdivani.it/it/homepage/;https://livingdivani.it/en/products/sofas/;https://livingdivani.it/it/prodotti/letti/;https://divaniliving.it/azienda/;https://www.facebook.com/livingdivanisrl/
ARDUINO S.R.L.;https://www.arduino.cc;https://www.arduinosrl.com;https://www.arduinosrl.com/chi-siamo/;https://it.wikipedia.org/wiki/Arduino_(hardware);https://store.arduino.cc
COSMELUX S.R.L.;https://cosmelux.it;https://anthilia.it/2021/05/26/pm-partners-rileva-cosmelux-leader-del-packaging/;https://it.linkedin.com/company/cosmelux-s.r.l.;https://www.linkedin.com/company/cosmeluxitaly;https://www.capdyn.com/news/pm-partners-and-capital-dynamics-acquire-cosmelux/
COPRIMA S.R.L.;https://www.coprima.it;https://it.linkedin.com/company/coprima-srl;https://it.linkedin.com/company/coprima-s.r.l.;https://www.rdeditore.it/it/aziende-partner-100pr-3/coprima-srl/;https://it.kompass.com/c/coprima-s-r-l/it0493323/
LOXEAL SRL;https://www.loxeal.com;https://www.loxeal.com/en/;https://it.linkedin.com/company/loxeal-srl;https://www.loxeal.com/en/company/;https://www.loxeal.com/pagine/
