670;GTE SRL;13.710.549;17,92;;Giussano;O;Edilizia;;;;;;;;;
671;STARTRADE S.R.L.;13.692.065;n.d.;;Brugherio;O;Commercio all'ingrosso;;;;;;;;;;
672;TECON S.P.A.;13.682.229;10,22;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
673;F.LLI MONTORFANO S.R.L.;13.668.665;5,88;;Seveso;O;Trasporti e logistica;;;;;;;;;;
674;MAS ELETTRODOMESTICI DA INCASSO - S.R.L.;13.661.378;9,17;;Lissone;O;Commercio all'ingrosso;;;;;;;;;;
675;SIMPEC S.R.L. SOCIETA' IMPIANTI ECOLOGICI;13.638.077;40,08;;Nova Milanese;O;Edilizia;;;;;;;;;;
676;IMPERIAL SRL;13.632.878;13,08;;Ornago;O;Commercio al dettaglio;;;;;;;;;;
677;O.M.E.M. S.P.A. OFFICINE MECCANICHE ERBA-MONZA;13.572.360;17,96;;Monza;O;Prodotti in metallo;;;;;;;;;;
678;BUILDING DIVISION S.R.L.;13.557.219;72,74;;Monza;O;Edilizia;;;;;;;;;;
679;TRAGNI S.R.L.;13.507.080;42,07;;Misinto;O;Commercio all'ingrosso;;;;;;;;;;
680;PASSONI PAOLO E FIGLI S.R.L.;13.487.118;23,38;;Brugherio;O;Prodotti in metallo;;;;;;;;;;
681;DELTA 2000 S.R.L.;13.466.751;33,68;;Cavenago di Brianza;O;Prodotti in metallo;;;;;;;;;;
682;MECAIR SRL;13.411.514;-0,79;;Bovisio-Masciago;O;Macchinari;;;;;;;;;;
683;TEKMAG S.R.L.;13.393.789;6,07;;Albiate;O;Macchinari;;;;;;;;;;
684;KOLOR + SERVICE S.R.L.;13.383.958;12,67;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
685;NORD COMPENSATI S.R.L.;13.383.450;1,51;;Lissone;O;Legno e arredo;;;;;;;;;;
686;RESSTENDE S.R.L.;13.357.263;4,21;;Agrate Brianza;O;Sistema moda;;;;;;;;;;
687;O.M.M. SRL DELL'ING. ROBERTO NATALE MARIANI;13.331.284;25,18;;Desio;O;Prodotti in metallo;;;;;;;;;;
688;L.A.I.E.F. S.R.L. LAVORAZIONI ACCIAIO INOX E FERRO S.R.L.;13.331.131;30,66;;Varedo;O;Macchinari;;;;;;;;;;
689;SMITHS DETECTION ITALIA S.R.L.;13.306.000;9,13;;Muggiò;O;Altre attività manifatturiere;;;;;;;;;;
690;GRUPPO SHOP SRL;13.295.852;86,02;;Agrate Brianza;O;Commercio al dettaglio;;;;;;;;;;
691;GARNET S.R.L.;13.280.381;11,24;;Concorezzo;O;Commercio all'ingrosso;;;;;;;;;;
692;LCS S.P.A.;13.262.839;16,85;;Usmate Velate;O;Macchinari;;;;;;;;;;
693;MASCHERONI S.R.L.;13.259.706;11,84;;Giussano;O;Commercio al dettaglio;;;;;;;;;;
694;SAFETEC S.R.L.;13.181.502;26,58;;Caponago;O;Elettronica;;;;;;;;;;
695;G2 PORTE E FINESTRE S.R.L.;13.175.117;79,38;;Bovisio-Masciago;O;Commercio al dettaglio;;;;;;;;;;
696;MAURI BUS SYSTEM SRL;13.170.727;15,10;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
697;ELETTRONICA ASTER S.P.A.;13.170.419;-103,86;;Barlassina;O;Elettronica;;;;;;;;;;
698;TONCAR S.R.L.;13.169.324;11,01;;Monza;O;Carta e stampati;;;;;;;;;;
699;ERRE-CI-A S.P.A.;13.153.692;20,94;;Concorezzo;O;Commercio all'ingrosso;;;;;;;;;;
700;DELICATESSE SPA;13.111.800;0,76;;Concorezzo;O;Alimentari e bevande;;;;;;;;;;
701;WAYNE FUELING SYSTEMS ITALIA S.R.L.;13.085.835;-8,31;;Lentate sul Seveso;O;Macchinari;;;;;;;;;;
702;VECO S.P.A.;13.057.354;31,44;;Giussano;O;Macchinari;;;;;;;;;;
703;AUTONOVARA S.R.L.;13.049.500;2,36;;Seregno;O;Commercio al dettaglio;;;;;;;;;;
704;CRS HOME S.R.L.;13.027.679;45,00;;Monza;O;Attività immobiliari;;;;;;;;;;
705;UNIMEC SPA;13.025.376;2,18;;Usmate Velate;O;Macchinari;;;;;;;;;;
706;SALES CONSULTING - SOCIETA' A RESPONSABILITA' LIMITATA;12.980.361;28,02;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
707;SAN.ECO.VIT. S.R.L.;12.975.339;19,16;;Bernareggio;O;Chimica e affini;;;;;;;;;;
708;CARTONGRAF 1890 S.R.L.;12.973.323;12,56;;Burago di Molgora;O;Commercio all'ingrosso;;;;;;;;;;
709;TECNOLAB S.R.L.;12.971.757;32,49;;Meda;O;Carta e stampati;;;;;;;;;;
710;PAGG ASPOCK S.R.L.;12.969.147;10,77;;Muggiò;O;Automotive;;;;;;;;;;
711;LONGHI S.P.A.;12.962.166;4,90;;Meda;O;Legno e arredo;;;;;;;;;;
712;EMME TECHNOLOGY S.R.L.;12.952.076;1,41;;Agrate Brianza;O;Macchinari;;;;;;;;;;
713;YAMAHA MOTOR RACING S.R.L.;12.935.436;9,13;;Lesmo;O;Servizi specializzati;;;;;;;;;;
714;FARMA.CO.M. S.P.A. FARMACIE COMUNALI MONZA S.P.A.;12.926.459;15,73;;Monza;O;Commercio al dettaglio;;;;;;;;;;
715;RIPRESS S.R.L.;12.863.034;18,34;;Nova Milanese;O;Macchinari;;;;;;;;;;
716;TITALIA S.P.A.;12.862.543;1,91;;Monza;O;Metallurgia;;;;;;;;;
717;SAIVER S.R.L.;12.780.132;2,18;;Monza;O;Apparecchiature elettriche;;;;;;;;;;
718;AE.CAS. SRL;12.773.364;12,66;;Nova Milanese;O;Apparecchiature elettriche;;;;;;;;;;
719;STELLA SRL;12.751.720;8,21;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
720;DI.R.EL. SRL;12.751.639;20,68;;Cesano Maderno;O;Commercio all'ingrosso;;;;;;;;;;
721;PANZERI CARLO S.R.L.;12.673.942;29,30;;Lissone;O;Legno e arredo;;;;;;;;;;
722;I.P.A. INDUSTRIA PORCELLANE S.P.A.;12.668.519;0,56;;Usmate Velate;O;Altre attività manifatturiere;;;;;;;;;;
723;DIOTTI.COM S.R.L.;12.657.922;89,36;;Lentate sul Seveso;O;Commercio al dettaglio;;;;;;;;;;
724;SYSTEMA S.R.L.;12.644.807;23,66;;Giussano;O;Commercio all'ingrosso;;;;;;;;;;
725;SPEKTRA - AGRI S.R.L.;12.601.121;27,47;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
726;ERICA SRL;12.594.903;11,15;;Cavenago di Brianza;O;Utilities;;;;;;;;;;
727;AXSE SRL;12.572.329;15,26;;Ceriano Laghetto;O;Utilities;;;;;;;;;;
728;DELP ITALIA SRL;12.559.993;6,08;;Triuggio;O;Commercio all'ingrosso;;;;;;;;;;
729;AGRI BRIANZA S.R.L.;12.553.769;7,83;;Concorezzo;O;Commercio al dettaglio;;;;;;;;;;
730;CO.MA.CO. 51 S.R.L.;12.505.651;7,23;;Lentate sul Seveso;O;Commercio al dettaglio;;;;;;;;;;
731;START ITALIANA S.R.L.;12.482.469;19,04;;Lentate sul Seveso;O;Elettronica;;;;;;;;;;
732;AL.CI. S.R.L.;12.451.369;52,52;;Lentate sul Seveso;O;Commercio al dettaglio;;;;;;;;;;
733;OMEGA-IFS S.R.L.;12.414.487;22,92;;Cesano Maderno;O;Prodotti in metallo;;;;;;;;;;
734;MARTEC S.P.A.;12.409.614;10,62;;Monza;O;Automotive;;;;;;;;;
735;T.S.A. S.R.L.;12.364.243;44,57;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
736;BESANA APPLICAZIONI PLASTICHE SRL;12.363.798;36,07;;Villasanta;O;Prodotti in metallo;;;;;;;;;;
737;WORK GROUP S.R.L.;12.353.700;37,71;;Monza;O;Trasporti e logistica;;;;;;;;;;
738;CAR STUDIO S.R.L.;12.327.639;14,50;;Lissone;O;Prodotti in metallo;;;;;;;;;;
739;LAGOGEL S.R.L.;12.318.316;0,27;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
740;VALLMAR S.R.L.;12.289.470;38,93;;Meda;O;Altre attività manifatturiere;;;;;;;;;;
741;MAB S.P.A.;12.283.678;4,93;;Concorezzo;O;Sistema moda;;;;;;;;;;
742;PROMIGROUP SRL;12.224.049;12,41;;Verano Brianza;O;Commercio all'ingrosso;;;;;;;;;;
743;CARLO BRAMBILLA S.R.L.;12.223.622;1,60;;Vimercate;O;Gomma-plastica;;;;;;;;;;
744;POWER LINE S.R.L.;12.198.736;13,96;;Seregno;O;Commercio all'ingrosso;;;;;;;;;;
745;MARTE SPA;12.195.668;9,82;;Brugherio;O;Chimica e affini;;;;;;;;;;
746;COMAP S.R.L.;12.139.625;17,52;;Muggiò;O;Prodotti in metallo;;;;;;;;;;
747;CP TECHNOLOGY S.R.L.;12.095.762;73,07;;Nova Milanese;O;Prodotti in metallo;;;;;;;;;;
748;CANALPLAST S.P.A.;12.083.162;11,71;;Limbiate;O;Apparecchiature elettriche;;;;;;;;;;
749;HP23 S.R.L.;12.060.409;29,26;;Seregno;O;Trasporti e logistica;;;;;;;;;;
750;CHATEAUFORM ITALIA S.R.L.;12.007.385;11,99;;Vimercate;O;Servizi specializzati;;;;;;;;;;
751;OLISERVICE S.R.L.;12.002.451;45,49;;Lesmo;O;Commercio all'ingrosso;;;;;;;;;;
752;B.S.M. SRL;11.987.201;96,94;;Desio;O;Edilizia;;;;;;;;;
753;ENGEL ITALIA SRL;11.957.230;64,16;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
754;DANCO S.P.A.;11.957.166;29,32;;Veduggio con Colzano;O;Prodotti in metallo;;;;;;;;;;
755;EUROFLORA SRL;11.957.012;16,95;;Carate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
756;EUROPERF S.R.L.;11.953.178;19,58;;Mezzago;O;Prodotti in metallo;;;;;;;;;;
757;LEADING TECHNOLOGIES S.R.L.;11.949.270;2,33;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
758;HD STAR SRL;11.947.518;7,18;;Concorezzo;O;Commercio all'ingrosso;;;;;;;;;;
759;CONSORZIO DESIO-BRIANZA;11.924.216;0,37;;Desio;O;Sanità;;;;;;;;;;
760;VICSAM SISTEMI S.R.L.;11.916.355;26,88;;Veduggio con Colzano;O;Commercio all'ingrosso;;;;;;;;;;
761;S.E.A.M. SRL SERVIZI ECOLOGICI AMBIENTALI MISINTO;11.906.145;29,94;;Misinto;O;Utilities;;;;;;;;;;
762;CANTARELLA & MOLTENI S.R.L.;11.901.768;7,40;;Cavenago di Brianza;O;Carta e stampati;;;;;;;;;;
763;TECNAIR S.P.A.;11.880.845;-6,93;;Barlassina;O;Macchinari;;;;;;;;;;
764;I.M.V. PRESSE S.R.L.;11.856.044;4,31;;Villasanta;O;Macchinari;;;;;;;;;;
765;RECLEAN SOCIETA' COOPERATIVA;11.847.495;-100,24;;Nova Milanese;O;Attività immobiliari;;;;;;;;;;
766;CESAPLAST SPA;11.845.096;8,55;;Cesano Maderno;O;Legno e arredo;;;;;;;;;;
767;STILSCREEN - S.R.L.;11.838.730;62,32;;Bellusco;O;Carta e stampati;;;;;;;;;;
768;BICASA S.R.L.;11.827.194;33,34;;Bernareggio;O;Legno e arredo;;;;;;;;;;
769;PLATINO SRL;11.823.562;21,11;;Monza;O;Commercio al dettaglio;;;;;;;;;;
770;ARZUFFI S.R.L.;11.819.919;23,19;;Monza;O;Prodotti in metallo;;;;;;;;;;
771;EUROMOTORI S.R.L.;11.818.842;21,42;;Macherio;O;Apparecchiature elettriche;;;;;;;;;;
772;AGENZIA ANTONIO PIROVANO S.R.L.;11.786.078;39,23;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
773;ARCO LOGISTICA S.R.L.;11.782.298;29,60;;Monza;O;Trasporti e logistica;;;;;;;;;;
774;AVICEL S.R.L.;11.764.294;4,28;;Limbiate;O;Elettronica;;;;;;;;;;
775;BERTO S.R.L.;11.746.861;22,34;;Meda;O;Legno e arredo;;;;;;;;;;
776;BARRA COSTRUZIONI S.R.L.;11.731.776;31,62;;Desio;O;Edilizia;;;;;;;;;;
777;TRILUX ITALIA S.R.L.;11.715.895;51,65;;Caponago;O;Commercio all'ingrosso;;;;;;;;;;
778;SOCIOSFERA ONLUS SOCIETA' COOPERATIVA SOCIALE;11.712.227;13,38;;Seregno;O;Sanità;;;;;;;;;;
779;AZ PNEUMATICA SRL;11.703.700;1,56;;Misinto;O;Macchinari;;;;;;;;;;
780;SKILLS IN HEALTHCARE ITALIA S.R.L.;11.661.446;14,85;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
781;MA.SI GROUP S.R.L.;11.647.255;21,54;;Cornate d'Adda;O;Edilizia;;;;;;;;;;
782;SPOTTI S.R.L.;11.639.080;37,58;;Lissone;O;Commercio al dettaglio;;;;;;;;;;
783;GN AUDIO ITALY S.R.L.;11.604.152;86,76;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
784;REVEVOL ITALIA S.R.L.;11.594.607;31,73;;Monza;O;Attività informatiche;;;;;;;;;;
785;EVOLUTION S.R.L.;11.570.044;4,86;;Giussano;O;Automotive;;;;;;;;;;
786;NLINE SHIPPING SRL;11.568.235;n.d.;;Limbiate;O;Trasporti e logistica;;;;;;;;;;
787;AGRATE MOTORI 2 S.R.L.;11.550.047;0,69;;Agrate Brianza;O;Commercio al dettaglio;;;;;;;;;;
788;COVI S.R.L.;11.549.412;24,22;;Busnago;O;Legno e arredo;;;;;;;;;;
789;CERAMICHE FRATTINI SRL;11.491.205;11,84;;Lissone;O;Altre attività manifatturiere;;;;;;;;;;
790;GALLIZO ITALIA S.R.L.;11.476.797;57,26;;Monza;O;Macchinari;;;;;;;;;;
791;TEKNA CHEM S.P.A.;11.458.198;0,47;;Renate;O;Chimica e affini;;;;;;;;;;
792;BERETTA ALFREDO S.R.L.;11.457.526;4,27;;Besana in Brianza;O;Macchinari;;;;;;;;;;
793;H.T. HIGH TECHNOLOGY S.R.L.;11.304.621;29,30;;Concorezzo;O;Attività informatiche;;;;;;;;;;
794;NICE S.R.L. MANIFATTURA TESSILE;11.298.801;17,21;;Briosco;O;Sistema moda;;;;;;;;;;
795;MARELLI SALVATORE S.R.L.;11.288.223;26,58;;Lentate sul Seveso;O;Commercio all'ingrosso;;;;;;;;;;
796;SEA S.P.A.;11.274.629;12,98;;Agrate Brianza;O;Prodotti in metallo;;;;;;;;;;
797;TEA-CO TECNOLOGIE ELETTRICHE APPLICATE - CONCOREZZO S.P.A.;11.273.803;5,61;;Concorezzo;O;Edilizia;;;;;;;;;;
798;DUERR DENTAL ITALIA S.R.L.;11.246.948;10,59;;Concorezzo;O;Commercio all'ingrosso;;;;;;;;;;
799;"CIERREFFE LOMBARDIA S.R.L. SIGLABILE C.R.F. LOMBARDIA S.R.L. O CRF LOMBARDIA S.R.L.";11.233.499;15,99;;Misinto;O;Commercio all'ingrosso;;;;;;;;;;
800;VIMERCATI SRL;11.232.611;30,11;;Sovico;O;Macchinari;;;;;;;;;
1;EDISON S.P.A.;28.077.516.916;;Nicola Monti;Giovanna Marzolla;Ronan Lory;Giorgio Colombo;;Lorenzo Mottura ;;;;;;;;
2;ENGIE ITALIA SPA;13.686.802.590;;Monica Iacono;Laura Masi;Arnaud Prevot;Sara Callegari;;;;;;;;;;
3;TELECOM ITALIA SPA O TIM S.P.A.;12.097.644.713;;Pietro Labriola;Marco Branchi;Adrian Calaza;;;;;;;;;;;
4;EDISON ENERGIA S.P.A.;10.319.213.703;;;;;;;;;;;;� edison spa ?;;;
5;ESSELUNGA SPA;8.534.225.941;;Marina Sylvia Caprotti;Roberto Selva;Albino Rocca;Paolo Ernesto Conte;;;;;;;;;;
6;ENI PLENITUDE S.P.A. SOCIETA' BENEFIT;7.962.417.817;;Stefano Goberti;;Nicola Giorgi;Federico Rulfi;;;;Pietro Galizzi;;;;;;
7;A2A ENERGIA S.P.A.;7.849.720.942;;Renato Mazzoncini;Corrado Mizzoni;Luca Moroni;Mauro Ghilardi;;;;;;;;;;
8;SONATRACH RAFFINERIA ITALIANA S.R.L.;7.234.373.734;;;;;;;;;;;;;;;
9;TAMOIL ITALIA S.P.A.;6.395.599.896;;Taher El Mahjoub;Silvia Gadda;;Margherita Patera;;;;;;;;;;
10;SORGENIA S.P.A.;6.304.901.075;;Michele Enrico De Censi;Andrea Casalgrandi;Andrea Mezzogori;Chiara Corbellini;;;;;;;;;;
11;REPOWER ITALIA S.P.A.;6.257.830.196;;Roland Leuenberger;Lucia Trevisani;Lorenzo Trezzini;Sabrina Borsani;;;;;;;;;;
12;ACCIAIERIE D'ITALIA S.P.A.;5.426.929.109;;Lucia Morselli;;Alberto Pezzani;Andrea Paolo Colombo;Andrea Bellicini;;;;;;;;;
13;VERSALIS S.P.A.;4.753.104.967;;Adriano Alfani;Fabio Assandri;Rosario Letizia;Angelo Crescenzi;Paolo Baldrati;;;;;;;;;
14;PIRELLI TYRE SPA;4.366.194.646;;Andrea Casaluci;Donatella di Fidio;Fabio Bocchio;Davide Sala;Mattia Bussacchini;;;;;;;;;
15;WIND TRE S.P.A.;4.246.000.000;;Gianluca Corti;Tommaso Vitali;Stefano Invernizzi;Rossella Gangi;Maurizio Sedita;;;;;;;;;
16;SORGENIA TRADING S.P.A.;4.017.152.173;;;;;;;;;;;;;;;
17;LUXOTTICA GROUP SPA;3.954.086.526;;Francesco Milleri;Francesco Liut;Stefano Grassi;Piergiorgio Angeli;;;;;;;;;;
18;GS SPA;3.843.531.658;;Cristophe Rabatel;Roberto Bellinzona;Domenico Mammola;Greta Bonsignore;Michele Stefanoni;;;;;;;;;
19;ALPIQ ENERGIA ITALIA S.P.A.;3.616.328.126;;Massimiliano Bignami;Vanessa Bufone;Chiara Caressa;Sara Tommasei;Gianluca Raccuia;;;;;;;;;
20;ACCIAIERIA ARVEDI S.P.A.;3.593.994.943;;Mario Cadonazzo;Mattia Sala;Massimo Polli;Guido Penasa;Fabio Baldrighi;;;;;;;;;
21;E.ON ENERGIA S.P.A.;3.252.122.011;;Emilio Calicchio;Luca Conti;"DermotFleischmann";Martina Ganzarolli;"AnnettePeters";;;;;;;;;
22;SAIPEM S.P.A.;3.012.263.577;;Alessandro Puliti;;Paolo Calcagnini;Massimiliano Branchi ;Fabrizio Botta;;;;;;;;;
23;BMW ITALIA SPA;2.711.065.256;;Massimiliano Di Silvestre;Carlo Poala;Paolo Magnani;Camilla Mascini;Gianluca Durante;;;;;;;;;
24;SHELL ENERGY ITALIA S.R.L.;2.635.507.458;;Joao Santos Rosa;Massimiliano Mannino;Mario Figini;;;;;;;;;;;
25;ACCENTURE S.P.A.;2.625.091.137;;Mauro Macchi;Paola Mascaro;Ivo Aiello;Rita Chierichetti;Roberta Esposito;;;;;;;;;
26;PRADA S.P.A.;2.509.323.626;;Andrea Guerra;Marta Michetti;Andrea Bonini;Rosa Santamaria Maurizio;;;;;;;;;;
27;SAMSUNG ELECTRONICS ITALIA S.P.A.;2.520.687.177;;Sung Taek Lim;Emanuele De Longhi;;Marco Petrillo;Stefano Conforto;;;;;;;;;
28;FASTWEB SPA;2.580.310.599;;Walter Renna;Michele Sarzana;Peter Gr�ter;Matteo Melchiorri;Fabrizio Casati;;;;;;;;;
29;ALPHA TRADING S.P.A.;2.416.220.250;;Adriano Parodi;;;;;;;;;;;;;
30;SNAM RETE GAS S.P.A. O, IN FORMA ABBREVIATA SNAM RG S.P.A.;2.521.337.531;;Stefano Venier;Luca Trusiani;Luca Passa;Fabrizio Rutschmann;Gaetano Mazzitelli;;;;;;;;;
31;ABB S.P.A.;2.603.111.745;;Simona Alberini;Fabrizio Lorito;Stefano Valgimigli;Silvia Parma;;;;;;;;;;
32;ADECCO ITALIA SPA;2.339.629.212;;Daniele Bonfanti;Virginia Stagni;Stefano Geronzi;Monica Magri;Gianluca Andraghetti;;;;;;;;;
33;EDENRED ITALIA S.R.L.;2.369.655.252;;Fabrizio Ruggiero;Cristina Vergani;Olivier Raguis;Michele Riccardi;Mirsad Muriqi;;;;;;;;;
34;COOP CONSORZIO NORD OVEST SOC. CONSORTILE A R.L.;2.197.213.442;;Maura Latini;;;Stefano Micheletti;;;;;;;;;;
35;RANDSTAD ITALIA S.P.A.;2.168.250.850;;Marco Ceresa;Angela Tenerelli;Anna Fabbri;Paola Molaschi;;;;;;;;;;
36;SKY ITALIA - S.R.L.;2.105.154.000;Mariani =CCO (consumer);Andrea Duilia;Eleonora Frasca;Barbara Cavaleri;Alessandra Borromini;Elia Mariani;;;;;;;;;
37;GAZPROM ITALIA S.P.A.;2.057.868.821;;;;;;Federico Caimo;;;;;;;;;
38;CENTREX ITALIA S.P.A.;2.038.473.501;;Michele Libutti;;Daniele Renna;Lorena Putaggio (??);;;;;;;;;;
39;ARCELORMITTAL COMMERCIAL ITALY SRL;2.013.744.790;stesso management per tutto il gruppo di arcelor acciaierie d'italia?;;;;;;;;;;;;;;
40;IKEA ITALIA RETAIL S.R.L.;2.006.840.565;;Nicoletta Basile;Laura Schiatti;Fabio Frisella;;Nicoletta Basile;;;;;;;;;
41;"""REPOWER VENDITA ITALIA S.P.A."" - IN FORMA ABBREVIATA ""REPOWER S.P.A.""";1.931.476.570;gi� inserito;;;;;;;;;;;;;;
42;TECNIMONT S.P.A.;1.946.812.958;Fritelli e Nidasio in 'Maire tecnimont' (?);Alessandro Bernini;Chiara Nidasio;Fabio Fritelli;Laura Mannheimer;Massimo Sicari;;;;;;;;;
43;SORGENIA POWER S.P.A.;1.880.918.074;gi� inserito;;;;;;;;;;;;;;
44;WEBUILD S.P.A.;2.062.329.446;;Pietro Salini;Michele Cal�;Massimo Ferrari;Raffaele Rossetti;;;;;;;;;;
45;PHILIP MORRIS MANUFACTURING & TECHNOLOGY BOLOGNA S.P.A;1.894.151.266;;;;;;;;;;;;;;;
46;METRO ITALIA S.P.A.;1.776.876.555;;Arnoud J. van Wingerde;;Rossana Mauri;Francesca Zago;Luca Guerrieri;;;;;;;;;
47;LEROY MERLIN ITALIA S.R.L.;1.837.013.459;;Giannalberto Cancemi;Sebastien Savariau;Simona Sanci;Fabrizio Leopardi ;;;;;;;;;;
48;ENI ANGOLA S.P.A.;3.394.522.396;?;;;;;;;;;;;;;;
49;IPER MONTEBELLO S.P.A.;1.756.903.372;;;;;;Michela Bettoni;;;;;;;;;
50;UNOENERGY SOCIETA' PER AZIONI;1.646.400.901;;Nicola Masiero;Anna Bellando;Alessandro Michele Calandriello;Purificacion Valiente Fernandez;;;;;;;;;;
51;AUTOTORINO S.P.A.;1.642.860.499;;;Michele Della Cagnoletta;Stefano Martinalli;Enrico Garnero;;;;;;;;;;
52;GI GROUP S.P.A.;1.669.103.852;;Stefano Colli-Lanzi;Elena Sensi ;Nicola Dell'Edera;Barbara Cottini;;;;;;;;;;
53;ADI ENERGIA S.R.L.;1.628.398.643;;;;;;;;;;;;;;;
54;PUBLITALIA 80 CONCESSIONARIA PUBBLICITA S.P.A. E IN FORMA ABBREVIATA PUBLITALIA 80 S.P.A.;1.587.934.661;;Stefano Sala ;Matteo Cardani;;;Federico Peluso;;;;;;;;;
55;BRICOMAN ITALIA S.R.L.;1.536.803.163;tecnomat?;Maria Tamborra;Federico Stecchi;Michele Cuoccio ;Paolo Galante;Federico Stecchi;;;;;;;;;
56;MANPOWER S.R.L.;1.552.043.860;Cartoccio = brand manager;Anna Gionfriddo;Andrea Cartoccio;Giovanna Fontana ;Ilaria D'Aquila;Massimo Prester;;;;;;;;;
57;BENNET S.P.A.;1.676.110.607;;Adriano De Zordi;Riccardo Ranucci;Emma Berardi;Eustachio Tarquinio;Roberto Polloni;;;;;;;;;
58;GIORGIO ARMANI S.P.A.;1.520.434.529;;Giuseppe Marsocci;;;;;;;;;;;;;
59;SIEMENS S.P.A.;1.467.351.530;;Floriano Masoero;Marco Latorre;Ricardo Arglebe;Eirini Karamani;;;;;;;;;;Raffaella Vincenzo
60;INNOMOTICS SRL;1.467.351.530;Macri direttore area sales;Piero Millevoi;;Augusto Rancan;;Ilaria Macri;;;;;;;;;
61;SASOL ITALY S.P.A.;1.669.583.339;;;;;;;;;;;;;;;
62;DHL EXPRESS (ITALY) S.R.L.;1.439.817.817;Serra e Papetti:DHL global forwarding;Nazzarena Franco;Giulio Serra;Rossana Papetti;Paolo Coppari;Carolina Mariani;;;;;;;;;
63;SANOFI S.R.L.;1.384.466.722;;Marcello Cattani;Roberta Caimi;;Giampiero Martina;Roberta Caimi;;;;;;;;;
64;INDUSTRIES S.P.A.;1.351.045.424;;;;;;;;;;;;;;;
65;"""NOVARTIS FARMA SPA""";1.547.861.848;;;;;;;;;;;;Valentino Confalone;;;
66;FIBERCOP S.P.A.;1.348.267.722;;Carlo Filangieri;Vanda Di Foggia;Gabriele Mandurino;Daniela Casale;Vanda Di Foggia;;;;;;;;;
67;PENNY MARKET S.R.L.;1.413.217.754;;;;;;;;;;;;;;;
68;WHIRLPOOL MANAGEMENT EMEA SRL;1.316.388.845;(ceo usa);Alessandro Perucchetti;Roberto Grimaldi;Luigi Lanotte;;Raffaele Contini;;;;;;;;;
69;IBM ITALIA S.P.A.;1.346.373.300;;Stefano Rebattoni;Maurizio Decollanz;Marco Ragona;;;;;;;;;;;
70;SCHENKER ITALIANA SPA;1.283.717.084;;Federico Girgenti;Alessandro Castelli;Martino Caroli;Stefano Montanari;Marco Villano;;;;;;;;;
71;BASELL POLIOLEFINE ITALIA S.R.L.;1.338.180.291;;;;;;;;;;;;;;;
72;WEBUILD ITALIA SPA;1.287.679.573;;Pietro Salini;Giuseppe Gugliotta;;;;;;;;;;;;
73;JANSSEN CILAG S.P.A.;1.347.930.971;;Massimo Scaccabarozzi;;Marco Martelli;Cosimo De Nigris;Paolo Beloni;;;;;;;;;
74;DHL GLOBAL FORWARDING (ITALY) S.P.A.;1.253.132.935;;Mario Zini;;;;;;;;;;;;;
75;PRYSMIAN POWERLINK S.R.L.;1.239.272.016;;Valerio Battista;;Pier Francesco Facchini;Fabrizio Rutschmann;;;;;;;;Massimo Battaini;;
76;AMAZON ITALIA TRANSPORT S.R.L.;1.221.953.522;;Lorenzo Barbo;Myriam Galletti;Sonja Rotondaro;Paola Tomatis;;;;;;;;;;
77;TD SYNNEX ITALY S.R.L.;1.210.878.627;;;;;;;;;;;;;;;
78;IPERAL SUPERMERCATI S.P.A.;1.200.233.870;Vettore digital marketing;Antonio Tirelli;Claudio Vettore;;Angelo Moscatelli;;;;;;;;;;
79;RETITALIA S.P.A.;1.193.116.206;;Paolo Dal Lago;Eleonora Scarpa;;;Emilio Pagano;;;;;;;;;
80;T.D.M. S.R.L.;1.178.864.112;;;;;;;;;;;;;;;
81;MICROSOFT S.R.L.;1.182.846.933;;Vincenzo Esposito;Matteo Mille;Nicola Boschetti;Angela Paparone;Matteo Mille;;;;;;;;;
82;AGORA' NETWORK SOCIETA' CONSORTILE A R.L.;1.192.507.278;;;;;;;;;;;;Massimo Ebelli;;;
83;COCA-COLA HBC ITALIA S.R.L.;1.208.051.262;;Miles Karemacher;Laura Negri;Nadine Relave;Anna La Gamba;Salvatore Canale;;;;;;;;;
84;RIALTO S.P.A.;1.258.380.130;;;;;;;;;;;;;;;
85;SERVIZI ENERGIA ITALIA S.P.A.;1.142.422.256;;;;;;;;;;;;;;;
86;FEDEX EXPRESS ITALY S.R.L.;1.136.037.218;;;Giulia Fontana;;Stefano Pierini;Giancarlo Bellavista;;;;;;;Giovanni Galliani;;
87;SOLVAY SPECIALTY POLYMERS ITALY S.P.A.;1.259.941.495;;;;;;;;;;;;;;;
88;UNES MAXI S.P.A.;1.102.528.209;;Rossella Brenna;Roberto Lippi;;;;;;;;;;;;
