203;GELSIA AMBIENTE S.R.L.;55.784.000;11,66;;Desio;O;Utilities;;;;;;;;;;
204;GIANETTI FAD WHEELS S.R.L.;55.260.214;23,92;;Ceriano Laghetto;O;Automotive;;;;;;;;;;
205;KNORR-BREMSE SISTEMI PER AUTOVEICOLI COMMERCIALI S.P.A.;54.780.985;29,66;;Arcore;O;Automotive;;;;;;;;;;
206;NTI-NKE S.P.A.;54.456.544;30,93;;Limbiate;O;Commercio all'ingrosso;;;;;;;;;;
207;SIDAS S.P.A. SOCIETA' ITALIANA DISTRIBUZIONE ARTICOLI SPORTIVI **;54.012.379;10,89;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
208;EGIMOTORS S.R.L.;53.978.399;10,06;;Lissone;O;Automotive;;;;;;;;;;
209;NAMED S.R.L. **;53.209.100;-7,26;;Lesmo;O;Commercio all'ingrosso;;;;;;;;;;
210;MESSA T. S.P.A.;53.173.533;4,06;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
211;JOHN ZINK HAMWORTHY COMBUSTION S.R.L.;53.036.680;n.d.;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
212;NOVA S.R.L.;52.942.061;30,36;;Seregno;O;Utilities;;;;;;;;;
213;BUZZI S.P.A.;52.848.842;16,46;;Giussano;O;Commercio all'ingrosso;;;;;;;;;;
214;GREENCHEMICALS S.R.L.;52.710.027;26,90;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
215;BONOMI PATTINI GIUSEPPE E FIGLI S.P.A.;52.236.001;19,00;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
216;CITY MOTORS S.R.L.;52.094.441;23,97;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
217;SNF ITALIA S.R.L.;51.901.345;18,82;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
218;TERNINOX S.P.A.;51.830.569;-21,32;;Ceriano Laghetto;O;Metallurgia;;;;;;;;;;
219;JINDAL NYLON FILMS S.R.L. (1);50.867.690;18,00;;Cesano Maderno;O;Gomma-plastica;;;;;;;;;;
220;S.I.L.F.A. SOCIETA' IMBALLAGGI LATTA FUSTI ACCIAIO - S.R.L.;50.686.022;9,86;;Sulbiate;O;Prodotti in metallo;;;;;;;;;;
221;INTERNATIONAL POWER COMPONENTS S.R.L.;50.382.641;36,86;;Giussano;O;Commercio all'ingrosso;;;;;;;;;;
222;O.M.V. OFFICINE METALLURGICHE VENTURA S.P.A.;50.350.743;33,78;;Lesmo;O;Metallurgia;;;;;;;;;;
223;ACCIAI BRIANZA S.P.A.;50.058.735;12,02;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
224;OREC NETWORK SOCIETA' CONSORTILE A R.L.;49.883.966;26,49;;Monza;O;Servizi specializzati;;;;;;;;;;
225;LGD SOCIETA' COOPERATIVA;49.777.798;20,00;;Usmate Velate;O;Trasporti e logistica;;;;;;;;;;
226;CHEMETALL ITALIA S.R.L.;49.365.195;26,26;;Giussano;O;Chimica e affini;;;;;;;;;;
227;R.M.S. S.P.A.;49.131.936;20,90;;Seregno;O;Commercio all'ingrosso;;;;;;;;;;
228;WOODTECH ITALIA S.R.L.;48.815.428;35,91;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
229;LOGICOM ITALIA S.R.L.;48.548.474;n.d.;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
230;HOMAG ITALIA S.P.A.;48.344.987;38,23;;Giussano;O;Commercio all'ingrosso;;;;;;;;;;
231;HAFELE ITALIA S.R.L.;48.337.828;17,64;;Carate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
232;NASTROFER S.P.A.;48.293.905;20,61;;Carate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
233;HIWIN S.R.L.;47.576.150;39,52;;Brugherio;O;Commercio all'ingrosso;;;;;;;;;;
234;MARIANI FERRO S.P.A.;47.508.712;16,45;;Giussano;O;Commercio all'ingrosso;;;;;;;;;;
235;DOX-AL ITALIA S.P.A. **;46.459.739;12,76;;Sulbiate;O;Chimica e affini;;;;;;;;;;
236;WESTCON GROUP ITALIA S.R.L.;46.418.088;23,48;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
237;CARTARIA MONZESE S.R.L.;46.060.518;33,38;;Brugherio;O;Commercio all'ingrosso;;;;;;;;;;
238;DOCEBO S.P.A.;45.938.518;-124,45;;Biassono;O;Attività informatiche;;;;;;;;;;
239;ALUTRADE S.R.L.;45.848.597;16,37;;Brugherio;O;Commercio all'ingrosso;;;;;;;;;;
240;EARTH ENERGY S.R.L.;45.685.318;25,81;;Monza;O;Utilities;;;;;;;;;;
241;HENNECKE-OMS S.P.A.;45.182.342;-6,63;;Verano Brianza;O;Macchinari;;;;;;;;;;
242;COMPO EXPERT ITALIA S.R.L.;44.641.788;22,32;;Cesano Maderno;O;Chimica e affini;;;;;;;;;;
243;O. ELMI SRL;44.641.374;23,50;;Caponago;O;Commercio all'ingrosso;;;;;;;;;;
244;KOLLMORGEN S.R.L.;44.570.829;38,71;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
245;PROJECT AUTOMATION S.P.A.;44.044.719;10,16;;Monza;O;Attività professionali;;;;;;;;;;
246;BIFIRE S.P.A.;44.023.259;16,78;;Desio;O;Sistema moda;;;;;;;;;;
247;AUTOLOCATELLI S.R.L.;43.863.325;3,86;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
248;RETIPIU' SRL;43.572.000;3,11;;Desio;O;Utilities;;;;;;;;;
249;OR.S.A. SOCIETA' COOPERATIVA SOCIALE;43.522.937;0,43;;Agrate Brianza;O;Sanità;;;;;;;;;;
250;MAGIC M.P. - S.P.A.;43.361.427;10,96;;Carate Brianza;O;Prodotti in metallo;;;;;;;;;;
251;CAREMOLI S.P.A.;43.266.569;10,18;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
252;GRUPPO COLZANI S.R.L.;43.245.488;18,29;;Seregno;C;Commercio all'ingrosso;;;;;;;;;;
253;SANYANG ITALIA S.R.L.;43.054.800;13,79;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
254;SACS TECNORIB S.P.A.;42.991.117;24,00;;Roncello;O;Automotive;;;;;;;;;;
255;PERI S.R.L.;42.962.952;13,04;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
256;VERZOLLA S.R.L.;42.747.837;12,74;;Monza;C;Macchinari;;;;;;;;;;
257;CISCO PHOTONICS ITALY S.R.L;42.644.297;6,88;;Vimercate;O;Elettronica;;;;;;;;;;
258;G. CARRAI & C. S.R.L.;42.446.972;-887,46;;Monza;O;Trasporti e logistica;;;;;;;;;;
259;COSMO HOTEL S.P.A.;42.382.064;8,44;;Vimercate;O;Alberghi e ristorazione;;;;;;;;;;
260;AROMATAGROUP S.R.L.;42.179.000;2,06;;Concorezzo;O;Chimica e affini;;;;;;;;;;
261;FURIA CUSCINI S.P.A.;41.876.110;16,93;;Meda;O;Sistema moda;;;;;;;;;;
262;TATUUS RACING S.P.A.;41.796.360;34,28;;Monza;C;Automotive;;;;;;;;;;
263;FOODEX S.R.L.;41.049.913;10,49;;Burago di Molgora;O;Commercio all'ingrosso;;;;;;;;;;
264;SACCARTA SPA;40.616.977;13,02;;Lentate sul Seveso;O;Carta e stampati;;;;;;;;;;
265;PAOLA LENTI S.R.L.;40.552.801;20,80;;Meda;O;Legno e arredo;;;;;;;;;;
266;ARTHEA GROUP S.R.L.;40.180.931;84,94;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
267;EAGLEBURGMANN ITALIA S.R.L.;39.689.357;20,29;;Vimercate;O;Macchinari;;;;;;;;;;
268;TOSHIBA GLOBAL COMMERCE SOLUTIONS (ITALY) S.R.L.;39.611.650;20,31;;Mezzago;O;Commercio all'ingrosso;;;;;;;;;;
269;RAIL CARGO CARRIER - ITALY S.R.L.;39.212.952;28,88;;Desio;O;Trasporti e logistica;;;;;;;;;;
270;PILOT ITALIA S.P.A.;38.886.640;21,51;;Cornate d'Adda;O;Carta e stampati;;;;;;;;;;
271;CPM SPA;38.793.712;8,00;;Nova Milanese;O;Macchinari;;;;;;;;;
272;WUERTH ELEKTRONIK ITALIA S.R.L.;38.662.371;89,14;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
273;I.M.P. S.P.A.;38.472.879;2,33;;Lissone;O;Gomma-plastica;;;;;;;;;;
274;GUILLIN ITALIA S.P.A.;37.884.652;38,61;;Usmate Velate;O;Commercio all'ingrosso;;;;;;;;;;
275;PHARDIS S.R.L.;37.819.833;-7,94;;Vimercate;O;Servizi specializzati;;;;;;;;;;
276;DICOMI S.R.L.;37.734.315;33,74;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
277;SYSTEM ENGINEERING SOLUTIONS S.R.L.;37.228.232;27,68;;Lissone;O;Elettronica;;;;;;;;;;
278;S.I.P. SOCIETA' ITALIANA PROTOTIPI S.R.L.;37.048.804;38,31;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
279;VIVISOL NAPOLI S.R.L.;37.035.445;24,65;;Monza;O;Chimica e affini;;;;;;;;;;
280;RAUCH ITALIA SRL;36.421.536;14,83;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
281;INDES IMBALLAGGI SRL;36.419.325;33,65;;Camparada;O;Carta e stampati;;;;;;;;;;
282;A.M.INSTRUMENTS SRL;36.340.375;19,24;;Cesano Maderno;O;Elettronica;;;;;;;;;;
283;BEA GESTIONI SPA;35.960.749;52,67;;Desio;O;Utilities;;;;;;;;;;
284;CFG OVERSEAS SRL;35.838.062;43,70;;Roncello;O;Trasporti e logistica;;;;;;;;;;
285;REAL FORMAGGI SRL;35.746.917;22,72;;Seregno;O;Commercio al dettaglio;;;;;;;;;;
286;MURRELEKTRONIK SRL;35.505.492;38,75;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
287;GIAMBELLI S.P.A.;35.350.291;4,36;;Vimercate;O;Edilizia;;;;;;;;;;
288;DNP PHOTOMASK EUROPE S.P.A.;35.350.062;3,12;;Agrate Brianza;O;Apparecchiature elettriche;;;;;;;;;;
289;MATEST S.P.A.;35.294.038;24,31;;Arcore;O;Apparecchiature elettriche;;;;;;;;;;
290;DIFARCO S.R.L.;35.225.002;-38,18;;Vimercate;O;Farmaceutica;;;;;;;;;;
291;MODAR S.P.A.;35.047.185;-3,62;;Barlassina;O;Legno e arredo;;;;;;;;;;
292;ESSERENERGIA SPA;34.919.406;94,42;;Monza;O;Attività professionali;;;;;;;;;;
293;HERAEUS S.P.A.;34.863.560;12,93;;Cavenago di Brianza;O;Chimica e affini;;;;;;;;;;
294;MAKINO S.R.L.;34.797.558;11,77;;Cavenago di Brianza;O;Commercio all'ingrosso;;;;;;;;;;
295;CBS LAVORO S.P.A.;34.779.372;32,52;;Seregno;O;Servizi specializzati;;;;;;;;;;
296;ICROM S.R.L.;34.761.829;10,32;;Concorezzo;O;Chimica e affini;;;;;;;;;;
297;PILZ ITALIA S.R.L.;34.676.003;46,61;;Meda;O;Commercio all'ingrosso;;;;;;;;;;
298;HALLSTAR ITALIA SRL;34.527.000;69,10;;Arcore;O;Chimica e affini;;;;;;;;;;
299;OPTOPRIM S.R.L.;34.475.460;2,64;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
300;TCT MOBILE ITALY S.R.L.;34.463.948;14,55;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
301;RENTAL PLUS SRL;34.307.406;50,93;;Muggiò;O;Attività di noleggio di macchine e attrezzature;;;;;;;;;;
302;FINE FOOD GROUP S.P.A.;33.955.288;17,75;;Burago di Molgora;O;Commercio all'ingrosso;;;;;;;;;;
303;"PROGETTO A. SOCIETA' COOPERATIVA SOCIALE VALIDAMENTE SIGLABILE ANCHE COME PROGETTO A. S.C.S.";33.856.084;28,88;;Agrate Brianza;O;Attivita artistiche, sportive e di intrattenimento;;;;;;;;;;
304;CAPSULIT S.P.A.;33.715.431;16,60;;Roncello;O;Prodotti in metallo;;;;;;;;;;
305;ELLE EMME LOGISTICA S.P.A.;33.542.118;46,87;;Seregno;O;Trasporti e logistica;;;;;;;;;;
306;KROLL ADVISORY HOLDING S.P.A.;33.444.168;3,30;;Agrate Brianza;C;Servizi specializzati;;;;;;;;;;
307;C.M.C. ITALIA S.R.L.;33.300.245;49,50;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
308;FORTINET SECURITY ITALY S.R.L.;33.262.711;27,19;;Vimercate;O;Attività informatiche;;;;;;;;;;
309;TURCONI SPA;33.142.563;2,90;;Ceriano Laghetto;O;Carta e stampati;;;;;;;;;;
310;ELLEMOTORS S.R.L.;32.987.819;1,49;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
311;CONSORZIO X-RESPONSE;32.971.324;0,00;;Monza;O;Attività professionali;;;;;;;;;;
312;SPRINT ENERGY SRL;32.884.867;56,40;;Seregno;O;Utilities;;;;;;;;;;
313;MOTTA S.R.L.;32.817.954;1,00;;Barlassina;O;Alimentari e bevande;;;;;;;;;;
314;ADITINET CONSULTING SPA;32.740.659;-6,71;;Vimercate;O;Attività informatiche;;;;;;;;;;
315;A.C. MONZA S.P.A.;32.723.439;n.d.;;Monza;O;Attività artistiche, sportive e di intrattenimento;;;;;;;;;;
316;DEMASTEEL S.R.L.;32.711.591;28,72;;Bernareggio;O;Commercio all'ingrosso;;;;;;;;;;
317;ITALIA MARKET S.R.L.;32.440.990;-9,43;;Mezzago;O;Commercio all'ingrosso;;;;;;;;;;
318;SERVOTECNICA S.P.A.;32.386.878;39,54;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
319;EXHIBO S.P.A.;32.309.219;15,81;;Vedano Al Lambro;O;Commercio all'ingrosso;;;;;;;;;;
320;SPECIALTRASFO S.P.A.;32.297.929;47,50;;Agrate Brianza;O;Apparecchiature elettriche;;;;;;;;;;
321;DEMAG CRANES & COMPONENTS S.R.L.;32.218.962;10,83;;Agrate Brianza;O;Macchinari;;;;;;;;;;
322;EFFEPI AUTO S.R.L.;32.038.485;23,61;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
323;F.I.R.M.A. ITALIA SPA;31.954.090;22,38;;Muggiò;O;Alimentari e bevande;;;;;;;;;;
324;TECNOFIRMA SPA;31.947.071;6,27;;Monza;O;Macchinari;;;;;;;;;
325;STONEX S.R.L.;31.828.701;41,35;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
326;SORBARA AUTO S.R.L.;31.823.904;17,75;;Varedo;O;Commercio all'ingrosso;;;;;;;;;;
327;EPIS & C. S.R.L.;31.765.878;64,08;;Concorezzo;O;Edilizia;;;;;;;;;;
328;SEAWAY S.R.L.;31.765.109;31,68;;Bernareggio;O;Trasporti e logistica;;;;;;;;;;
329;NPI ITALIA S.R.L.;31.713.569;-60,32;;Monza;O;Gomma-plastica;;;;;;;;;;
330;IMPRECOM S.R.L.;31.605.010;24,32;;Monza;O;Edilizia;;;;;;;;;
331;FRASCOLLA S.R.L.;31.520.139;28,51;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
332;FLOU SPA;31.469.390;3,06;;Meda;O;Legno e arredo;;;;;;;;;
333;POLIFIBRA 2011 S.P.A.;31.401.197;25,29;;Agrate Brianza;O;Carta e stampati;;;;;;;;;;
334;CONNECT CHEMICALS ITALIA SRL O, IN BREVE CCI SRL;31.052.852;41,67;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
335;UNION FOAM S.P.A.;30.953.046;17,16;;Bellusco;O;Gomma-plastica;;;;;;;;;;
336;EFFEBIQUATTRO S.P.A.;30.810.867;-21,10;;Seregno;O;Legno e arredo;;;;;;;;;;
337;FPZ S.P.A.;30.736.388;17,31;;Concorezzo;O;Macchinari;;;;;;;;;;
338;C.I.M.A. COMPAGNIA ITALIANA MOLLE ACCIAIO S.P.A.;30.693.323;1,15;;Busnago;O;Prodotti in metallo;;;;;;;;;;
339;FSI S.R.L.;30.675.129;13,85;;Nova Milanese;O;Attività immobiliari;;;;;;;;;;
340;COLUMBUS SRL;30.467.998;7,86;;Monza;O;Trasporti e logistica;;;;;;;;;;
341;BAVELLONI S.P.A.;30.433.838;21,55;;Lentate sul Seveso;O;Macchinari;;;;;;;;;;
342;QUANTUMCORRUGATED S.R.L.;30.372.999;17,08;;Vimercate;O;Macchinari;;;;;;;;;;
343;TOSHIBA TEC ITALIA IMAGING SYSTEMS S.P.A.;30.313.165;12,00;;Mezzago;O;Commercio all'ingrosso;;;;;;;;;;
344;LIVING DIVANI S.R.L.;30.309.090;31,69;;Meda;O;Legno e arredo;;;;;;;;;;
345;ARDUINO S.R.L.;30.063.346;-13,83;;Monza;O;Commercio al dettaglio;;;;;;;;;;
346;COSMELUX S.R.L.;29.935.664;-7,39;;Carate Brianza;O;Gomma-plastica;;;;;;;;;;
347;COPRIMA S.R.L.;29.660.499;12,98;;Desio;O;Edilizia;;;;;;;;;
348;LOXEAL SRL;29.652.905;9,45;;Cesano Maderno;O;Chimica e affini;;;;;;;;;;
349;AB.M MILANO S.R.L.;29.645.943;6,04;;Concorezzo;O;Commercio all'ingrosso;;;;;;;;;;
350;MEREGALLI IMPIANTI TERMOTECNICI S.R.L.;29.564.329;22,19;;Arcore;O;Edilizia;;;;;;;;;;
351;DOMETIC ITALY MARINE S.R.L.;29.480.834;12,51;;Nova Milanese;O;Apparecchiature elettriche;;;;;;;;;;
352;TETRA PAK FOOD ENGINEERING S.P.A.;29.427.674;65,59;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
353;TEMA PROMOTIONAL GIFTS S.R.L.;29.416.274;24,03;;Arcore;O;Commercio all'ingrosso;;;;;;;;;;
354;MAKIRA S.R.L.;29.365.520;1,52;;Monza;C;Attività immobiliari;;;;;;;;;;
355;AMBU S.R.L.;29.248.384;6,69;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
356;SELI MANUTENZIONI GENERALI S.R.L.;29.181.350;11,95;;Monza;O;Edilizia;;;;;;;;;;
357;MERIDIANI S.R.L.;28.964.659;25,01;;Misinto;O;Legno e arredo;;;;;;;;;;
358;GIELLEPI S.P.A.;28.842.579;86,03;;Lissone;O;Commercio all'ingrosso;;;;;;;;;;
359;REMARKET S.P.A.;28.775.144;33,16;;Cesano Maderno;O;Commercio all'ingrosso;;;;;;;;;;
360;BENCINI CESARE S.R.L.;28.285.995;29,54;;Briosco;O;Commercio all'ingrosso;;;;;;;;;;
361;AIR LOGISTICS S.R.L.;28.240.343;97,40;;Monza;O;Trasporti e logistica;;;;;;;;;;
362;FRIGERIO VIAGGI SRL;28.203.461;2,39;;Giussano;O;Servizi specializzati;;;;;;;;;;
363;HOSES TECHNOLOGY S.P.A.;28.198.539;33,05;;Bellusco;O;Commercio all'ingrosso;;;;;;;;;;
364;T.W.S. EXPRESS COURIER S.R.L.;28.187.689;24,98;;Monza;O;Trasporti e logistica;;;;;;;;;;
365;VERNICI CALDART S.R.L.;28.165.502;13,62;;Bellusco;O;Chimica e affini;;;;;;;;;;
366;D.N.P. INDUSTRIALE SRL;28.074.332;10,45;;Brugherio;O;Macchinari;;;;;;;;;;
367;IMPRESA EDILE STRADALE ARTIFONI S.P.A.;27.961.592;4,01;;Busnago;O;Edilizia;;;;;;;;;;
368;COMMERCIALE GIUSSANI S.R.L.;27.654.231;41,44;;Cesano Maderno;O;Commercio all'ingrosso;;;;;;;;;;
369;FORGE NICROMO S.P.A.;27.615.914;22,60;;Monza;O;Metallurgia;;;;;;;;;;
370;SPEKTRA S.R.L.;27.609.375;55,78;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
371;GAVIOTA SIMBAC S.P.A.;27.275.894;20,88;;Bellusco;O;Prodotti in metallo;;;;;;;;;;
372;EXENTIAL CONSULTING S.R.L.;27.156.913;99,94;;Monza;O;Attività professionali;;;;;;;;;;
373;BABCOCK WANSON ITALIANA S.P.A.;27.124.332;10,44;;Cavenago di Brianza;O;Macchinari;;;;;;;;;;
374;GITRE S.R.L.;27.093.625;9,72;;Bellusco;O;Prodotti in metallo;;;;;;;;;;
375;BISCOTTI GULLON S.R.L.;27.064.071;-11,76;;Muggiò;O;Commercio all'ingrosso;;;;;;;;;;
376;F.S.A. S.R.L.;27.046.842;9,41;;Busnago;O;Commercio all'ingrosso;;;;;;;;;;
377;IPEA S.R.L.;27.025.034;11,10;;Meda;O;Commercio all'ingrosso;;;;;;;;;;
378;WINOA ITALIA S.R.L.;26.952.370;44,77;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
379;PLAX S.P.A. **;26.879.119;25,67;;Cornate d'Adda;O;Gomma-plastica;;;;;;;;;;
380;DARTON S.R.L.;26.844.178;44,23;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
381;TESI S.P.A.;26.767.092;22,86;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
382;CAVAUTO S.R.L.;26.748.135;19,23;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
383;ECSA ITALIA S.R.L.;26.520.964;24,91;;Desio;O;Commercio all'ingrosso;;;;;;;;;;
384;VIMOTER SPA;26.263.389;44,30;;Nova Milanese;O;Commercio all'ingrosso;;;;;;;;;;
385;BOREALIS ITALIA S.P.A.;26.113.830;6,99;;Monza;O;Chimica e affini;;;;;;;;;;
386;CONDUCTIX- WAMPFLER S.R.L.;26.005.567;39,84;;Agrate Brianza;O;Macchinari;;;;;;;;;;
387;DIMAC RED S.P.A.;25.951.433;30,90;;Biassono;O;Commercio all'ingrosso;;;;;;;;;;
388;S.T.T. SERVIZI TELEMATICI TELEFONICI SRL;25.888.814;9,09;;Seregno;O;Edilizia;;;;;;;;;;
389;COMBUSTIBILI CEREDA S.R.L.;25.780.072;4,21;;Carnate;O;Commercio all'ingrosso;;;;;;;;;;
390;VIO & C. S.R.L.;25.720.893;69,66;;Monza;O;Trasporti e logistica;;;;;;;;;;
391;CEREDA AMBROGIO S.R.L.;25.702.956;19,87;;Veduggio con Colzano;O;Trasporti e logistica;;;;;;;;;;
392;GIOMA VARO SRL;25.679.857;7,53;;Brugherio;O;Chimica e affini;;;;;;;;;;
393;BASF COATINGS SERVICES ITALY S.R.L.;25.671.229;8,40;;Cesano Maderno;O;Chimica e affini;;;;;;;;;;
394;CONTRACT DIVISION S.R.L.;25.488.350;97,36;;Monza;O;Edilizia;;;;;;;;;;
395;INDUSTRIE CBI S.P.A. **;25.477.832;8,50;;Monza;O;Legno e arredo;;;;;;;;;;
396;TEAFLEX S.P.A.;25.273.849;13,16;;Biassono;O;Metallurgia;;;;;;;;;;
397;ADVIPLAST S.P.A.;25.197.776;16,28;;Monza;O;Commercio all'ingrosso;;;;;;;;;;
398;MOONS' INDUSTRIES EUROPE HEAD QUARTER SRL;25.158.876;16,51;;Vimercate;O;Commercio all'ingrosso;;;;;;;;;;
399;EL.GA SPA;25.141.710;7,10;;Cesano Maderno;O;Commercio all'ingrosso;;;;;;;;;;
400;EMIFLEX S.P.A.;25.120.181;2,03;;Varedo;O;Metallurgia;;;;;;;;;;
401;J.B. CARS S.R.L.;25.060.780;1,23;;Monza;O;Commercio all'ingrosso;;Nando Cazzaniga;Filippo Arrigoni;Luca Fagnani;;Valerio Usuelli;;;;
402;KING GESTIONI ALBERGHIERE S.P.A.;25.057.885;n.d.;;Varedo;O;Alberghi e ristorazione;;;;;;;;;;
403;RIVA LOGISTIC & SERVICE S.R.L.;24.962.794;9,79;;Besana in Brianza;O;Trasporti e logistica;;Claudio Riva;;;;;;;;
404;JACQUET NOVA SRL;24.831.571;50,31;;Arcore;O;Commercio all'ingrosso;;Roberto Morciano;;;;;;;;
405;DELIZIA S.R.L.;24.830.256;32,03;;Bellusco;O;Commercio al dettaglio;;Flavio Bellomo;;;;;;;;
406;BREVETTI STENDALTO S.P.A.;24.826.499;5,51;;Monza;O;Prodotti in metallo;;Giovanni Mauri;Luciano Corbetta;;;;;;;
407;THE JUICE PLUS+ COMPANY SRL;24.710.392;11,38;;Vimercate;O;Commercio al dettaglio;;Stuart Kronauge;Claudio Grego;;;;;;;
408;C.MATIC S.P.A.;24.678.558;9,17;;Giussano;O;Prodotti in metallo;;Alberto Bunetto;Davide Mauri;;Martina T.;;;;;
409;YAMAHA MOTOR R&D EUROPE S.R.L.;24.664.058;7,77;;Lesmo;O;Attività professionali;;Olivier Prevost;Antonio chiodo;;;;;;;
410;ATLANTIC INTEGRATED FREIGHT S.R.L.;24.578.550;33,11;;Agrate Brianza;O;Trasporti e logistica;;;;;;;;;;
411;S.I.D.EM. SPA;24.525.862;12,90;;Bellusco;O;Commercio all'ingrosso;;Amabile Mandelli;Federico Araldi;;;;;;;
412;COMESTERO SISTEMI S.R.L.;24.437.777;27,81;;Vimercate;O;Commercio all'ingrosso;;Marco Laboccetta;Sara Rubbi;;;;;;;
413;CSEL CONSORZIO - SOCIETA' COOPERATIVA SOCIALE;24.413.136;1,48;;Cavenago di Brianza;O;Attività professionali;;Francesco Allemano;;;;;;;;
414;AHSI S.P.A.;24.377.952;8,19;;Bernareggio;O;Elettronica;;Fedele di Palma;;Luca GIgliotti;;Luca Pietro Lazzari;;;;
415;TERNO SCORREVOLI S.P.A.;24.068.806;22,98;;Varedo;O;Prodotti in metallo;;Giovanni Terno;;;;Dario Bernasconi;;;;
416;EURO MOTORS ITALIA SPA EMI;24.020.600;5,63;;Monza;O;Apparecchiature elettriche;;Luigi Colombo;;;;;;;;
417;ORTEA S.P.A;23.866.000;18,85;;Cavenago di Brianza;O;Apparecchiature elettriche;;Massimiliano Scarpellini;Luca Loda;;;Davide Cuppari;;;;
418;OFFERTA SOCIALE AZIENDA SPECIALE CONSORTILE;23.670.745;0,00;;Vimercate;O;Sanità;;Kristiina Loukiainen;;;;;;;;
419;EXYTE ITALY S.R.L.;23.660.000;38,45;;Agrate Brianza;O;Attività professionali;;;;;Vanessa Terzoli;;;;;
420;ATAM S.P.A.;23.562.867;15,92;;Agrate Brianza;O;Apparecchiature elettriche;;Bernardo Mennini;;;;;;;;
421;CHEMOURS ITALY S.R.L.;23.478.792;10,77;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
422;NAMEDSPORT S.R.L.;23.422.717;-39,49;;Lesmo;O;Commercio all'ingrosso;;Denis Dignam;;;;;;;;
423;ELCAM -S.R.L.;23.272.528;20,61;;Lissone;O;Gomma-plastica;;;;;;;;;;
424;A.M.G. S.P.A.;23.255.124;15,28;;Usmate Velate;O;Commercio all'ingrosso;;;;;;;;;;
425;COMPO ITALIA S.R.L.;23.238.222;6,41;;Cesano Maderno;O;Chimica e affini;;Sergio Armari;Annunziata Guerra;Davide Balzani;;Mirco Del Vecchio;;;;
426;ZANOTTA S.P.A.;23.118.731;22,20;;Nova Milanese;O;Legno e arredo;;Giuliano Mosconi;Marco Ravasi;;Alessio Cau;Mirco Rota;;;;
427;TERMOMARKET S.R.L.;23.039.882;8,54;;Meda;O;Commercio all'ingrosso;;;;;;;;;;
428;LUIGI FEDELI E FIGLIO S.R.L.;22.955.857;19,53;;Monza;O;Sistema moda;;Luigi Fedeli;Valentina Avanzini;;;Beatrice Canzian;;;;
429;FRESH WAYS S.R.L.;22.946.848;n.d.;;Burago di Molgora;O;Trasporti e logistica;;Nicola Sorace;;;Paola Zoccolanti;;;;;
430;DONATI S.R.L.;22.746.373;6,37;;Muggiò;O;Commercio all'ingrosso;;;;;;;;;;
431;SAVE S.P.A.;22.619.891;28,99;;Agrate Brianza;O;Commercio all'ingrosso;;;;;;;;;;
432;MAPRO INTERNATIONAL MACCHINE PNEUMATICHE ROTATIVE S.P.A.;22.538.197;20,64;;Nova Milanese;O;Macchinari;;;;;;;;;;
433;REYS S.P.A;22.475.372;n.d.;;Arcore;O;Chimica e affini;;;;;;;;;;
